Name,Color
Contig_100_71.4703,Purple
Contig_101_544.28,Purple
Contig_102_172.876,Purple
Contig_103_87.7222,Purple
Contig_104_69.8396,Purple
Contig_105_58.6985,Purple
Contig_106_62.602,Purple
Contig_107_72.1528,Purple
Contig_108_148.972,Purple
Contig_109_66.5032,Purple
Contig_10_64.9747,Purple
Contig_110_69.4171,Purple
Contig_111_75.4556,Purple
Contig_112_129.811,Purple
Contig_113_142.892,Purple
Contig_114_60.0005,Purple
Contig_115_81.9162,Purple
Contig_116_58.8828,Purple
Contig_117_82.4492,Purple
Contig_118_76.2825,Purple
Contig_119_90.4466,Purple
Contig_11_203.025,Purple
Contig_120_51.4359,Purple
Contig_121_57.4564,Purple
Contig_122_45.9039,Purple
Contig_123_200.763,Purple
Contig_124_53.8067,Purple
Contig_125_65.4511,Purple
Contig_126_353.239,Purple
Contig_127_53.5386,Purple
Contig_128_58.6382,Purple
Contig_129_157.503,Purple
Contig_12_55.8446,Purple
Contig_130_74.8126,Purple
Contig_131_48.6436,Purple
Contig_132_79.7147,Purple
Contig_133_73.6131,Purple
Contig_134_47.7688,Purple
Contig_135_67.1301,Purple
Contig_136_49.4801,Purple
Contig_137_57.7409,Purple
Contig_138_98.3595,Purple
Contig_139_56.4373,Purple
Contig_13_61.0437,Purple
Contig_140_86.2521,Purple
Contig_141_192.84,Purple
Contig_142_104.336,Purple
Contig_143_82.3055,Purple
Contig_144_67.7326,Purple
Contig_145_322.233,Purple
Contig_146_58.4085,Purple
Contig_147_826.86,Purple
Contig_148_595.824,Purple
Contig_149_87.7186,Purple
Contig_14_61.0218,Purple
Contig_150_72.6299,Purple
Contig_151_56.9085,Purple
Contig_152_50.7049,Purple
Contig_153_66.4083,Purple
Contig_154_65.7046,Purple
Contig_155_53.5424,Purple
Contig_156_51.6986,Purple
Contig_157_50.081,Purple
Contig_158_50.203,Purple
Contig_159_56.0809,Purple
Contig_15_46.3812,Purple
Contig_160_62.3259,Purple
Contig_16_61.8853,Purple
Contig_17_51.5843,Purple
Contig_18_57.0418,Purple
Contig_19_56.2425,Purple
Contig_1_929.85_Circ,Purple
Contig_20_56.1176,Purple
Contig_21_63.3814,Purple
Contig_22_62.017,Purple
Contig_23_55.5858,Purple
Contig_24_65.3328,Purple
Contig_25_88.1154,Purple
Contig_26_87.7301,Purple
Contig_27_157.015,Purple
Contig_28_121.657,Purple
Contig_29_58.2542,Purple
Contig_2_887.361_Circ,Purple
Contig_30_74.7298,Purple
Contig_31_89.3295,Purple
Contig_32_59.1916,Purple
Contig_33_94.0093,Purple
Contig_34_68.4133,Purple
Contig_35_70.5909,Purple
Contig_36_52.9252,Purple
Contig_37_50.3886,Purple
Contig_38_425.233,Purple
Contig_39_144.869,Purple
Contig_3_1954.27_Circ,Purple
Contig_40_78.725,Purple
Contig_41_158.618,Purple
Contig_42_687.218,Purple
Contig_43_79.8847,Purple
Contig_44_500.634,Purple
Contig_45_475.453,Purple
Contig_46_180.842,Purple
Contig_47_50.8942,Purple
Contig_48_102.329,Purple
Contig_49_148.232,Purple
Contig_4_68.2963,Purple
Contig_50_131.267,Purple
Contig_51_62.9116,Purple
Contig_52_128.837,Purple
Contig_53_246.881,Purple
Contig_54_58.6438,Purple
Contig_55_51.2695,Purple
Contig_56_68.7132,Purple
Contig_57_77.5914,Purple
Contig_58_66.54,Purple
Contig_59_81.3133,Purple
Contig_5_66.5333,Purple
Contig_60_339.919,Purple
Contig_61_62.6766,Purple
Contig_62_54.366,Purple
Contig_63_43.194,Purple
Contig_64_411.159,Purple
Contig_65_54.8587,Purple
Contig_66_74.7166,Purple
Contig_67_89.3971,Purple
Contig_68_111.622,Purple
Contig_69_67.3987,Purple
Contig_6_66.8322,Purple
Contig_70_71.5703,Purple
Contig_71_66.7837,Purple
Contig_72_68.5717,Purple
Contig_73_75.505,Purple
Contig_74_44.8748,Purple
Contig_75_61.7889,Purple
Contig_76_96.6217,Purple
Contig_77_215.378,Purple
Contig_78_227.919,Purple
Contig_79_67.0198,Purple
Contig_7_51.6802,Purple
Contig_80_186.992,Purple
Contig_81_66.7951,Purple
Contig_82_91.392,Purple
Contig_83_105.807,Purple
Contig_84_61.253,Purple
Contig_85_212.296,Purple
Contig_86_160.687,Purple
Contig_87_324.341,Purple
Contig_88_113.113,Purple
Contig_89_58.175,Purple
Contig_8_62.625,Purple
Contig_90_151.304,Purple
Contig_91_61.246,Purple
Contig_92_274.102,Purple
Contig_93_57.5726,Purple
Contig_94_682.587,Purple
Contig_95_55.5837,Purple
Contig_96_54.0827,Purple
Contig_97_60.7449,Purple
Contig_98_75.3495,Purple
Contig_99_70.4415,Purple
Contig_9_78.3186,Purple
Contig_100_71.4703:5p:1:2,Lime Green
Contig_100_71.4703:5p:1:4,Lime Green
Contig_100_71.4703:5p:1:5,Lime Green
Contig_100_71.4703:5p:1:6,Lime Green
Contig_100_71.4703:5p:1:8,Lime Green
Contig_100_71.4703:5p:1:9,Lime Green
Contig_100_71.4703:5p:1:11,Lime Green
Contig_100_71.4703:5p:1:12,Lime Green
Contig_100_71.4703:5p:1:13,Lime Green
Contig_100_71.4703:5p:1:14,Lime Green
Contig_101_544.28:5p:1:6,Lime Green
Contig_101_544.28:5p:1:7,Lime Green
Contig_101_544.28:5p:1:8,Lime Green
Contig_101_544.28:5p:1:9,Lime Green
Contig_101_544.28:5p:1:11,Lime Green
Contig_101_544.28:5p:1:12,Lime Green
Contig_101_544.28:5p:1:15,Lime Green
Contig_101_544.28:5p:1:17,Lime Green
Contig_101_544.28:5p:1:18,Lime Green
Contig_101_544.28:5p:1:19,Lime Green
Contig_101_544.28:5p:1:20,Lime Green
Contig_101_544.28:5p:1:21,Lime Green
Contig_101_544.28:5p:1:22,Lime Green
Contig_101_544.28:5p:1:23,Lime Green
Contig_101_544.28:5p:1:27,Lime Green
Contig_101_544.28:5p:1:28,Lime Green
Contig_101_544.28:5p:1:30,Lime Green
Contig_101_544.28:5p:1:31,Lime Green
Contig_101_544.28:5p:1:32,Lime Green
Contig_101_544.28:5p:1:33,Lime Green
Contig_101_544.28:5p:1:34,Lime Green
Contig_102_172.876:3p:1:4,Lime Green
Contig_102_172.876:5p:1:4,Lime Green
Contig_103_87.7222:3p:1:5,Lime Green
Contig_103_87.7222:3p:1:7,Lime Green
Contig_103_87.7222:3p:1:8,Lime Green
Contig_103_87.7222:3p:1:10,Lime Green
Contig_103_87.7222:3p:1:11,Lime Green
Contig_103_87.7222:3p:1:12,Lime Green
Contig_104_69.8396:5p:1:6,Lime Green
Contig_104_69.8396:5p:1:7,Lime Green
Contig_104_69.8396:5p:1:9,Lime Green
Contig_104_69.8396:5p:1:13,Lime Green
Contig_104_69.8396:5p:1:14,Lime Green
Contig_104_69.8396:5p:1:15,Lime Green
Contig_104_69.8396:5p:1:16,Lime Green
